	Emu_protein	Hmi_protein	Mco_protein
OG0006551	EmuJ_000321500.1	HmN_000762700.1	
OG0006552	EmuJ_000322000.1		MCOS_0000347501-mRNA-1
OG0006553	EmuJ_000323800.1		MCOS_0000396901-mRNA-1
OG0006554	EmuJ_000325000.1		MCOS_0000104901-mRNA-1
OG0006555	EmuJ_000329700.1		MCOS_0000429501-mRNA-1
OG0006556	EmuJ_000333000.1		MCOS_0000564201-mRNA-1
OG0006557	EmuJ_000333500.1		MCOS_0000563701-mRNA-1
OG0006558	EmuJ_000333800.1		MCOS_0000563401-mRNA-1
OG0006559	EmuJ_000334600.1		MCOS_0000851001-mRNA-1
OG0006560	EmuJ_000338100.1		MCOS_0000290001-mRNA-1
OG0006561	EmuJ_000338400.1	HmN_000471000.1	
OG0006562	EmuJ_000338900.1		MCOS_0000693401-mRNA-1
OG0006563	EmuJ_000341300.1	HmN_000474400.1	
OG0006564	EmuJ_000343500.1		MCOS_0000843901-mRNA-1
OG0006565	EmuJ_000345400.1	HmN_000124200.1	
OG0006566	EmuJ_000346900.1		MCOS_0000680801-mRNA-1
OG0006567	EmuJ_000347000.1	HmN_000325300.1	
OG0006568	EmuJ_000347100.1	HmN_000325500.1	
OG0006569	EmuJ_000347700.1		MCOS_0000339301-mRNA-1
OG0006570	EmuJ_000349100.1		MCOS_0000108301-mRNA-1
OG0006571	EmuJ_000349200.1		MCOS_0000108401-mRNA-1
OG0006572	EmuJ_000352500.1	HmN_000328800.1	
OG0006573	EmuJ_000352800.1		MCOS_0000627601-mRNA-1
OG0006574	EmuJ_000353700.1	HmN_000329400.1	
OG0006575	EmuJ_000355700.1	HmN_000329900.1	
OG0006576	EmuJ_000356000.1	HmN_000600400.1	
OG0006577	EmuJ_000358300.1	HmN_000651300.1	
OG0006578	EmuJ_000358900.1		MCOS_0000730401-mRNA-1
OG0006579	EmuJ_000359600.1	HmN_000598100.1	
OG0006580	EmuJ_000361900.1	HmN_000659100.1	
OG0006581	EmuJ_000364300.1	HmN_002220800.1	
OG0006582	EmuJ_000364400.1	HmN_000659900.1	
OG0006583	EmuJ_000364900.1	HmN_000576000.1	
OG0006584	EmuJ_000365200.1		MCOS_0000770901-mRNA-1
OG0006585	EmuJ_000372200.1	HmN_000611100.1	
OG0006586	EmuJ_000373900.1	HmN_000854000.1	
OG0006587	EmuJ_000374900.1		MCOS_0000754001-mRNA-1
OG0006588	EmuJ_000375100.1		MCOS_0000754301-mRNA-1
OG0006589	EmuJ_000376100.1	HmN_000368700.1	
OG0006590	EmuJ_000376500.1		MCOS_0000013401-mRNA-1
OG0006591	EmuJ_000377100.1		MCOS_0000012201-mRNA-1
OG0006592	EmuJ_000377900.1		MCOS_0000610301-mRNA-1
OG0006593	EmuJ_000378300.1	HmN_002029000.1	
OG0006594	EmuJ_000379500.1	HmN_002208700.1	
OG0006595	EmuJ_000379800.1		MCOS_0000010001-mRNA-1
OG0006596	EmuJ_000381000.1		MCOS_0000036701-mRNA-1
OG0006597	EmuJ_000390500.1		MCOS_0000882601-mRNA-1
OG0006598	EmuJ_000390600.1	HmN_000597400.1	
OG0006599	EmuJ_000391200.1	HmN_000596800.1	
OG0006600	EmuJ_000391400.1	HmN_000596400.1	
OG0006601	EmuJ_000393800.1	HmN_000636500.1	
OG0006602	EmuJ_000394500.1		MCOS_0000225901-mRNA-1
OG0006603	EmuJ_000395400.1	HmN_000638800.1	
OG0006604	EmuJ_000406700.1		MCOS_0000171901-mRNA-1
OG0006605	EmuJ_000407000.1		MCOS_0000473101-mRNA-1
OG0006606	EmuJ_000407400.1	HmN_000135100.1	
OG0006607	EmuJ_000409600.1		MCOS_0000832001-mRNA-1
OG0006608	EmuJ_000412400.1	HmN_000583600.1	
OG0006609	EmuJ_000412900.1	HmN_000584100.1	
OG0006610	EmuJ_000414200.1	HmN_000262900.1	
OG0006611	EmuJ_000414500.1		MCOS_0000088201-mRNA-1
OG0006612	EmuJ_000415800.1	HmN_000262000.1	
OG0006613	EmuJ_000417200.1	HmN_000258400.1	
OG0006614	EmuJ_000417800.1	HmN_000259400.1	
OG0006615	EmuJ_000418400.1		MCOS_0001038101-mRNA-1
OG0006616	EmuJ_000419400.1		MCOS_0000070301-mRNA-1
OG0006617	EmuJ_000421200.1	HmN_000092700.1	
OG0006618	EmuJ_000421450.1		MCOS_0000875101-mRNA-1
OG0006619	EmuJ_000421500.1		MCOS_0000875601-mRNA-1
OG0006620	EmuJ_000424100.1		MCOS_0000740301-mRNA-1
OG0006621	EmuJ_000424500.1	HmN_000445700.1	
OG0006622	EmuJ_000425400.1		MCOS_0000678501-mRNA-1
OG0006623	EmuJ_000426100.1	HmN_002095500.1	
OG0006624	EmuJ_000426200.1	HmN_000609500.1	
OG0006625	EmuJ_000428600.1	HmN_000612200.1	
OG0006626	EmuJ_000429200.1		MCOS_0000724601-mRNA-1
OG0006627	EmuJ_000429400.1	HmN_000612900.1	
OG0006628	EmuJ_000429500.1		MCOS_0000724301-mRNA-1
OG0006629	EmuJ_000429600.1		MCOS_0000724201-mRNA-1
OG0006630	EmuJ_000430200.1	HmN_000453800.1	
OG0006631	EmuJ_000430600.1	HmN_000454200.1	
OG0006632	EmuJ_000431800.1		MCOS_0000589901-mRNA-1
OG0006633	EmuJ_000432600.1	HmN_000456100.1	
OG0006634	EmuJ_000433100.1	HmN_002007800.1	
OG0006635	EmuJ_000433300.1	HmN_000854400.1	
OG0006636	EmuJ_000434700.1	HmN_000497300.1	
OG0006637	EmuJ_000434910.1		MCOS_0000467001-mRNA-1
OG0006638	EmuJ_000435500.1	HmN_000496800.1	
OG0006639	EmuJ_000435600.1	HmN_000496900.1	
OG0006640	EmuJ_000435900.1	HmN_000496100.1	
OG0006641	EmuJ_000436300.1		MCOS_0000025101-mRNA-1
OG0006642	EmuJ_000438300.1	HmN_000494300.1	
OG0006643	EmuJ_000438400.1		MCOS_0000269501-mRNA-1
OG0006644	EmuJ_000439200.1		MCOS_0000954701-mRNA-1
OG0006645	EmuJ_000440100.1	HmN_000730000.1	
OG0006646	EmuJ_000442000.1	HmN_002044200.1	
OG0006647	EmuJ_000444000.1		MCOS_0000097701-mRNA-1
OG0006648	EmuJ_000444100.1		MCOS_0000337701-mRNA-1
OG0006649	EmuJ_000444300.1		MCOS_0000337601-mRNA-1
OG0006650	EmuJ_000444400.1		MCOS_0000270501-mRNA-1
OG0006651	EmuJ_000444500.1		MCOS_0000270601-mRNA-1
OG0006652	EmuJ_000445900.1		MCOS_0000980801-mRNA-1
OG0006653	EmuJ_000448600.1	HmN_000279100.1	
OG0006654	EmuJ_000449100.1		MCOS_0000106201-mRNA-1
OG0006655	EmuJ_000449200.1		MCOS_0000477301-mRNA-1
OG0006656	EmuJ_000450100.1	HmN_000758300.1	
OG0006657	EmuJ_000450500.1	HmN_000758600.1	
OG0006658	EmuJ_000451950.1	HmN_000560200.1	
OG0006659	EmuJ_000452600.1	HmN_000884700.1	
OG0006660	EmuJ_000452900.1	HmN_000884400.1	
OG0006661	EmuJ_000455700.1	HmN_000506000.1	
OG0006662	EmuJ_000456800.1	HmN_000494200.1	
OG0006663	EmuJ_000456900.1		MCOS_0000268401-mRNA-1
OG0006664	EmuJ_000457000.1		MCOS_0000268501-mRNA-1
OG0006665	EmuJ_000459500.1		MCOS_0000865601-mRNA-1
OG0006666	EmuJ_000460900.1	HmN_002159000.1	
OG0006667	EmuJ_000461600.1		MCOS_0000746701-mRNA-1
OG0006668	EmuJ_000463200.1	HmN_000392800.1	
OG0006669	EmuJ_000463300.1		MCOS_0000237401-mRNA-1
OG0006670	EmuJ_000464800.1	HmN_002044700.1	
OG0006671	EmuJ_000466800.1		MCOS_0000264101-mRNA-1
OG0006672	EmuJ_000467700.1		MCOS_0000301901-mRNA-1
OG0006673	EmuJ_000468200.1		MCOS_0000939701-mRNA-1
OG0006674	EmuJ_000469800.1		MCOS_0000259901-mRNA-1
OG0006675	EmuJ_000474500.1	HmN_000282900.1	
OG0006676	EmuJ_000474600.1	HmN_002137900.1	
OG0006677	EmuJ_000475500.1		MCOS_0000545101-mRNA-1
OG0006678	EmuJ_000476100.1	HmN_000281100.1	
OG0006679	EmuJ_000476400.1		MCOS_0000336001-mRNA-1
OG0006680	EmuJ_000476700.1		MCOS_0000134801-mRNA-1
OG0006681	EmuJ_000477000.1		MCOS_0000044601-mRNA-1
OG0006682	EmuJ_000478200.1		MCOS_0001047401-mRNA-1
OG0006683	EmuJ_000480100.1		MCOS_0000044501-mRNA-1
OG0006684	EmuJ_000480600.1	HmN_000646200.1	
OG0006685	EmuJ_000483100.1		MCOS_0000533101-mRNA-1
OG0006686	EmuJ_000483500.1	HmN_000271100.1	
OG0006687	EmuJ_000485600.1	HmN_000609000.1	
OG0006688	EmuJ_000485900.1	HmN_002155400.1	
OG0006689	EmuJ_000488400.1		MCOS_0000053401-mRNA-1
OG0006690	EmuJ_000490200.1		MCOS_0000520201-mRNA-1
OG0006691	EmuJ_000491600.1	HmN_000434700.1	
OG0006692	EmuJ_000492100.1		MCOS_0000997601-mRNA-1
OG0006693	EmuJ_000492500.1		MCOS_0000091301-mRNA-1
OG0006694	EmuJ_000494500.1	HmN_000436600.1	
OG0006695	EmuJ_000497300.1	HmN_000706200.1	
OG0006696	EmuJ_000498300.1		MCOS_0000735901-mRNA-1
OG0006697	EmuJ_000499900.1		MCOS_0000942001-mRNA-1
OG0006698	EmuJ_000500100.1		MCOS_0000958601-mRNA-1
OG0006699	EmuJ_000504800.1		MCOS_0000249001-mRNA-1
OG0006700	EmuJ_000504900.1		MCOS_0000249101-mRNA-1
OG0006701	EmuJ_000505100.1		MCOS_0000249301-mRNA-1
OG0006702	EmuJ_000505900.1		MCOS_0000441101-mRNA-1
OG0006703	EmuJ_000509500.1	HmN_000394500.1	
OG0006704	EmuJ_000511900.1		MCOS_0000850201-mRNA-1
OG0006705	EmuJ_000512000.1	HmN_000513300.1	
OG0006706	EmuJ_000514500.1	HmN_002059900.1	
OG0006707	EmuJ_000517800.1		MCOS_0000776501-mRNA-1
OG0006708	EmuJ_000519300.1	HmN_000057500.1	
OG0006709	EmuJ_000524900.1	HmN_000415200.1	
OG0006710	EmuJ_000525700.1	HmN_000054500.1	
OG0006711	EmuJ_000526300.1	HmN_000055000.1	
OG0006712	EmuJ_000528250.1		MCOS_0000329101-mRNA-1
OG0006713	EmuJ_000528600.1	HmN_002211700.1	
OG0006714	EmuJ_000529000.1	HmN_000052400.1	
OG0006715	EmuJ_000529800.1		MCOS_0000900601-mRNA-1
OG0006716	EmuJ_000530500.1	HmN_000050100.1	
OG0006717	EmuJ_000530900.1		MCOS_0000640101-mRNA-1
OG0006718	EmuJ_000531000.1	HmN_000803300.1	
OG0006719	EmuJ_000531300.1	HmN_002232500.1	
OG0006720	EmuJ_000531600.1	HmN_002212600.1	
OG0006721	EmuJ_000537100.1		MCOS_0000204501-mRNA-1
OG0006722	EmuJ_000539800.1		MCOS_0001026801-mRNA-1
OG0006723	EmuJ_000544500.1	HmN_002024100.1	
OG0006724	EmuJ_000546200.1	HmN_000880600.1	
OG0006725	EmuJ_000546800.1		MCOS_0000118001-mRNA-1
OG0006726	EmuJ_000551100.1		MCOS_0000205401-mRNA-1
OG0006727	EmuJ_000551700.1	HmN_000362800.1	
OG0006728	EmuJ_000552700.1		MCOS_0000150601-mRNA-1
OG0006729	EmuJ_000553200.1	HmN_000582900.1	
OG0006730	EmuJ_000553800.1	HmN_000531300.1	
OG0006731	EmuJ_000558600.1		MCOS_0000863601-mRNA-1
OG0006732	EmuJ_000568200.1	HmN_000191500.1	
OG0006733	EmuJ_000568700.1		MCOS_0000002201-mRNA-1
OG0006734	EmuJ_000571800.1		MCOS_0000593601-mRNA-1
OG0006735	EmuJ_000572400.1	HmN_000192400.1	
OG0006736	EmuJ_000572600.1	HmN_000192800.1	
OG0006737	EmuJ_000574700.1		MCOS_0000185401-mRNA-1
OG0006738	EmuJ_000574800.1		MCOS_0000185301-mRNA-1
OG0006739	EmuJ_000575400.1		MCOS_0000925801-mRNA-1
OG0006740	EmuJ_000576300.1		MCOS_0000735001-mRNA-1
OG0006741	EmuJ_000580000.1	HmN_000623400.1	
OG0006742	EmuJ_000580700.1	HmN_000100800.1	
OG0006743	EmuJ_000582600.1		MCOS_0000942901-mRNA-1
OG0006744	EmuJ_000583800.1	HmN_000236700.1	
OG0006745	EmuJ_000584000.1	HmN_002188800.1	
OG0006746	EmuJ_000586100.1		MCOS_0000799401-mRNA-1
OG0006747	EmuJ_000588800.1		MCOS_0000731701-mRNA-1
OG0006748	EmuJ_000589550.1		MCOS_0000417801-mRNA-1
OG0006749	EmuJ_000589800.1		MCOS_0000629601-mRNA-1
OG0006750	EmuJ_000590100.1	HmN_000240400.1	
OG0006751	EmuJ_000591500.1		MCOS_0000230101-mRNA-1
OG0006752	EmuJ_000592800.1		MCOS_0000394501-mRNA-1
OG0006753	EmuJ_000595900.1		MCOS_0000210301-mRNA-1
OG0006754	EmuJ_000597200.1	HmN_000084100.1	
OG0006755	EmuJ_000598300.1	HmN_000085300.1	
OG0006756	EmuJ_000600900.1		MCOS_0000657201-mRNA-1
OG0006757	EmuJ_000603800.1		MCOS_0000565901-mRNA-1
OG0006758	EmuJ_000605800.1	HmN_000010600.1	
OG0006759	EmuJ_000605900.1	HmN_002191000.1	
OG0006760	EmuJ_000607200.1	HmN_000011600.1	
OG0006761	EmuJ_000607300.1	HmN_000011700.1	
OG0006762	EmuJ_000608500.1		MCOS_0000143301-mRNA-1
OG0006763	EmuJ_000609500.1	HmN_000013700.1	
OG0006764	EmuJ_000613600.1		MCOS_0000783101-mRNA-1
OG0006765	EmuJ_000615300.1		MCOS_0000713001-mRNA-1
OG0006766	EmuJ_000615900.1		MCOS_0001029201-mRNA-1
OG0006767	EmuJ_000616400.1		MCOS_0000815301-mRNA-1
OG0006768	EmuJ_000617160.1	HmN_000792800.1	
OG0006769	EmuJ_000617200.1		MCOS_0000606101-mRNA-1
OG0006770	EmuJ_000618800.1		MCOS_0000605601-mRNA-1
OG0006771	EmuJ_000619600.1		MCOS_0000040101-mRNA-1
OG0006772	EmuJ_000621800.1		MCOS_0000540901-mRNA-1
OG0006773	EmuJ_000622000.1		MCOS_0000541001-mRNA-1
OG0006774	EmuJ_000622400.1		MCOS_0000541301-mRNA-1
OG0006775	EmuJ_000622500.1	HmN_002032300.1	
OG0006776	EmuJ_000626900.1		MCOS_0000642301-mRNA-1
OG0006777	EmuJ_000628100.1		MCOS_0000641401-mRNA-1
OG0006778	EmuJ_000628700.1		MCOS_0000574701-mRNA-1
OG0006779	EmuJ_000629200.1	HmN_002193400.1	
OG0006780	EmuJ_000630650.1		MCOS_0000573501-mRNA-1
OG0006781	EmuJ_000632200.1		MCOS_0000606801-mRNA-1
OG0006782	EmuJ_000632300.1	HmN_000047600.1	
OG0006783	EmuJ_000634900.1	HmN_000478600.1	
OG0006784	EmuJ_000636700.1		MCOS_0000887901-mRNA-1
OG0006785	EmuJ_000637600.1		MCOS_0000756401-mRNA-1
OG0006786	EmuJ_000638500.1		MCOS_0000387501-mRNA-1
OG0006787	EmuJ_000639900.1	HmN_000831000.1	
OG0006788	EmuJ_000640500.1		MCOS_0000049301-mRNA-1
OG0006789	EmuJ_000641700.1		MCOS_0000880401-mRNA-1
OG0006790	EmuJ_000642600.1		MCOS_0000176001-mRNA-1
OG0006791	EmuJ_000642800.1		MCOS_0000176201-mRNA-1
OG0006792	EmuJ_000651700.1		MCOS_0000346801-mRNA-1
OG0006793	EmuJ_000652900.1	HmN_000849100.1	
OG0006794	EmuJ_000653000.1		MCOS_0000975901-mRNA-1
OG0006795	EmuJ_000653600.1		MCOS_0000966201-mRNA-1
OG0006796	EmuJ_000657720.1	HmN_000704100.1	
OG0006797	EmuJ_000660200.1	HmN_000875500.1	
OG0006798	EmuJ_000662800.1	HmN_002199100.1	
OG0006799	EmuJ_000662900.1	HmN_002199200.1	
OG0006800	EmuJ_000663300.1		MCOS_0001000401-mRNA-1
OG0006801	EmuJ_000663700.1	HmN_000912700.1	
OG0006802	EmuJ_000664000.1		MCOS_0000881601-mRNA-1
OG0006803	EmuJ_000664300.1		MCOS_0000035301-mRNA-1
OG0006804	EmuJ_000664900.1		MCOS_0000035001-mRNA-1
OG0006805	EmuJ_000665600.1		MCOS_0000393701-mRNA-1
OG0006806	EmuJ_000666100.1		MCOS_0001024101-mRNA-1
OG0006807	EmuJ_000666200.1		MCOS_0001024201-mRNA-1
OG0006808	EmuJ_000666700.1	HmN_000499000.1	
OG0006809	EmuJ_000673500.1	HmN_000139600.1	
OG0006810	EmuJ_000674400.1	HmN_000046300.1	
OG0006811	EmuJ_000674900.1	HmN_000046900.1	
OG0006812	EmuJ_000675400.1	HmN_002005800.1	
OG0006813	EmuJ_000676100.1		MCOS_0000690201-mRNA-1
OG0006814	EmuJ_000676500.1	HmN_000475400.1	
OG0006815	EmuJ_000677920.1	HmN_000257700.1	
OG0006816	EmuJ_000679300.1		MCOS_0000327001-mRNA-1
OG0006817	EmuJ_000682000.1	HmN_000227200.1	
OG0006818	EmuJ_000682900.1		MCOS_0000022801-mRNA-1
OG0006819	EmuJ_000683700.1	HmN_000633400.1	
OG0006820	EmuJ_000684000.1		MCOS_0000021701-mRNA-1
OG0006821	EmuJ_000684900.1		MCOS_0001036601-mRNA-1
OG0006822	EmuJ_000686700.1	HmN_000752300.1	
OG0006823	EmuJ_000686800.1		MCOS_0000049901-mRNA-1
OG0006824	EmuJ_000687400.1	HmN_000725400.1	
OG0006825	EmuJ_000687500.1	HmN_000725300.1	
OG0006826	EmuJ_000687600.1	HmN_000725200.1	
OG0006827	EmuJ_000687800.1	HmN_000724900.1	
OG0006828	EmuJ_000687900.1	HmN_000724800.1	
OG0006829	EmuJ_000689100.1	HmN_000114700.1	
OG0006830	EmuJ_000689700.1	HmN_000838500.1	
OG0006831	EmuJ_000694100.1		MCOS_0000841101-mRNA-1
OG0006832	EmuJ_000694200.1	HmN_000633100.1	
OG0006833	EmuJ_000694350.1		MCOS_0000864501-mRNA-1
OG0006834	EmuJ_000695000.1		MCOS_0000355401-mRNA-1
OG0006835	EmuJ_000695900.1		MCOS_0000986801-mRNA-1
OG0006836	EmuJ_000697100.1		MCOS_0000262101-mRNA-1
OG0006837	EmuJ_000697400.1		MCOS_0000272601-mRNA-1
OG0006838	EmuJ_000697700.1		MCOS_0000272201-mRNA-1
OG0006839	EmuJ_000700300.1	HmN_000768500.1	
OG0006840	EmuJ_000702100.1	HmN_002163100.1	
OG0006841	EmuJ_000702400.1	HmN_000743800.1	
OG0006842	EmuJ_000702800.1		MCOS_0000913401-mRNA-1
OG0006843	EmuJ_000703100.1		MCOS_0000954101-mRNA-1
OG0006844	EmuJ_000703500.1		MCOS_0000195301-mRNA-1
OG0006845	EmuJ_000704100.1	HmN_000794300.1	
OG0006846	EmuJ_000704600.1	HmN_002080000.1	
OG0006847	EmuJ_000705000.1	HmN_000097300.1	
OG0006848	EmuJ_000706100.1	HmN_000096700.1	
OG0006849	EmuJ_000706400.1	HmN_000096400.1	
OG0006850	EmuJ_000707000.1	HmN_000095700.1	
OG0006851	EmuJ_000707200.1	HmN_000095600.1	
OG0006852	EmuJ_000707800.1	HmN_000095000.1	
OG0006853	EmuJ_000709100.1	HmN_000093200.1	
OG0006854	EmuJ_000709800.1		MCOS_0000977101-mRNA-1
OG0006855	EmuJ_000711600.1	HmN_000526300.1	
OG0006856	EmuJ_000712000.1	HmN_000526500.1	
OG0006857	EmuJ_000712400.1	HmN_000525800.1	
OG0006858	EmuJ_000714300.1		MCOS_0000943101-mRNA-1
OG0006859	EmuJ_000715900.1	HmN_000541300.1	
OG0006860	EmuJ_000716200.1	HmN_002017200.1	
OG0006861	EmuJ_000716800.1	HmN_000540200.1	
OG0006862	EmuJ_000719150.1		MCOS_0000209001-mRNA-1
OG0006863	EmuJ_000719300.1	HmN_002124800.1	
OG0006864	EmuJ_000721100.1	HmN_000839800.1	
OG0006865	EmuJ_000725800.1	HmN_000774600.1	
OG0006866	EmuJ_000726200.1		MCOS_0000212101-mRNA-1
OG0006867	EmuJ_000727300.1		MCOS_0000212601-mRNA-1
OG0006868	EmuJ_000727850.1		MCOS_0000395901-mRNA-1
OG0006869	EmuJ_000732120.1		MCOS_0000788601-mRNA-1
OG0006870	EmuJ_000732200.1		MCOS_0000788501-mRNA-1
OG0006871	EmuJ_000734000.1		MCOS_0000976301-mRNA-1
OG0006872	EmuJ_000747100.1	HmN_000034600.1	
OG0006873	EmuJ_000747400.1	HmN_000826800.1	
OG0006874	EmuJ_000747900.1	HmN_000429000.1	
OG0006875	EmuJ_000748200.1		MCOS_0000107201-mRNA-1
OG0006876	EmuJ_000751600.1	HmN_000719200.1	
OG0006877	EmuJ_000753200.1		MCOS_0001010301-mRNA-1
OG0006878	EmuJ_000757000.1	HmN_002127700.1	
OG0006879	EmuJ_000759050.1	HmN_000648800.1	
OG0006880	EmuJ_000759400.1	HmN_000648620.1	
OG0006881	EmuJ_000761350.1		MCOS_0000808501-mRNA-1
OG0006882	EmuJ_000766300.1	HmN_000045000.1	
OG0006883	EmuJ_000766400.1	HmN_000045100.1	
OG0006884	EmuJ_000768000.1	HmN_000402400.1	
OG0006885	EmuJ_000771400.1	HmN_002131700.1	
OG0006886	EmuJ_000772200.1	HmN_000539100.1	
OG0006887	EmuJ_000772600.1		MCOS_0000812301-mRNA-1
OG0006888	EmuJ_000772900.1	HmN_000042400.1	
OG0006889	EmuJ_000773000.1		MCOS_0000277301-mRNA-1
OG0006890	EmuJ_000774700.1		MCOS_0000831701-mRNA-1
OG0006891	EmuJ_000774900.1	HmN_000043100.1	
OG0006892	EmuJ_000776300.1	HmN_000034900.1	
OG0006893	EmuJ_000776900.1		MCOS_0000940401-mRNA-1
OG0006894	EmuJ_000779200.1	HmN_000032900.1	
OG0006895	EmuJ_000779700.1	HmN_000032400.1	
OG0006896	EmuJ_000779800.1		MCOS_0000230201-mRNA-1
OG0006897	EmuJ_000779900.1		MCOS_0000230301-mRNA-1
OG0006898	EmuJ_000780200.1		MCOS_0000230501-mRNA-1
OG0006899	EmuJ_000781800.1	HmN_000466700.1	
OG0006900	EmuJ_000782900.1		MCOS_0000170401-mRNA-1
OG0006901	EmuJ_000789700.1		MCOS_0000100401-mRNA-1
OG0006902	EmuJ_000789800.1	HmN_002133400.1	
OG0006903	EmuJ_000790400.1	HmN_000781000.1	
OG0006904	EmuJ_000791000.1	HmN_002134000.1	
OG0006905	EmuJ_000792000.1		MCOS_0000283601-mRNA-1
OG0006906	EmuJ_000792300.1	HmN_000179600.1	
OG0006907	EmuJ_000792400.1	HmN_000179500.1	
OG0006908	EmuJ_000794700.1	HmN_000433500.1	
OG0006909	EmuJ_000795020.1		MCOS_0000686501-mRNA-1
OG0006910	EmuJ_000795700.1	HmN_000432600.1	
OG0006911	EmuJ_000795900.1	HmN_000432500.1	
OG0006912	EmuJ_000796500.1		MCOS_0000196301-mRNA-1
OG0006913	EmuJ_000796900.1		MCOS_0000139601-mRNA-1
OG0006914	EmuJ_000797500.1	HmN_000431100.1	
OG0006915	EmuJ_000798000.1		MCOS_0000156801-mRNA-1
OG0006916	EmuJ_000798500.1	HmN_000932700.1	
OG0006917	EmuJ_000799200.1	HmN_000103700.1	
OG0006918	EmuJ_000799700.1	HmN_000104600.1	
OG0006919	EmuJ_000801500.1		MCOS_0000999501-mRNA-1
OG0006920	EmuJ_000803400.1	HmN_000107450.1	
OG0006921	EmuJ_000806300.1	HmN_000038500.1	
OG0006922	EmuJ_000808700.1	HmN_000038300.1	
OG0006923	EmuJ_000810100.1	HmN_000337800.1	
OG0006924	EmuJ_000810600.1	HmN_000042900.1	
OG0006925	EmuJ_000811000.1	HmN_000972400.1	
OG0006926	EmuJ_000812200.1		MCOS_0000530901-mRNA-1
OG0006927	EmuJ_000812800.1		MCOS_0000530201-mRNA-1
OG0006928	EmuJ_000813600.1		MCOS_0000529601-mRNA-1
OG0006929	EmuJ_000814200.1		MCOS_0000265201-mRNA-1
OG0006930	EmuJ_000814700.1	HmN_000691400.1	
OG0006931	EmuJ_000817700.1	HmN_000857700.1	
OG0006932	EmuJ_000819200.1		MCOS_0000068601-mRNA-1
OG0006933	EmuJ_000819800.1		MCOS_0001046901-mRNA-1
OG0006934	EmuJ_000820200.1		MCOS_0000681001-mRNA-1
OG0006935	EmuJ_000821700.1		MCOS_0000650801-mRNA-1
OG0006936	EmuJ_000822500.1	HmN_000895000.1	
OG0006937	EmuJ_000823700.1	HmN_000398400.1	
OG0006938	EmuJ_000824600.1		MCOS_0000655901-mRNA-1
OG0006939	EmuJ_000824800.1	HmN_000400400.1	
OG0006940	EmuJ_000825450.1		MCOS_0000331401-mRNA-1
OG0006941	EmuJ_000825700.1		MCOS_0000331501-mRNA-1
OG0006942	EmuJ_000826300.1		MCOS_0000645401-mRNA-1
OG0006943	EmuJ_000827200.1		MCOS_0000030301-mRNA-1
OG0006944	EmuJ_000827800.1	HmN_000938000.1	
OG0006945	EmuJ_000828050.1		MCOS_0000081201-mRNA-1
OG0006946	EmuJ_000829000.1		MCOS_0000709301-mRNA-1
OG0006947	EmuJ_000829800.1	HmN_001018600.1	
OG0006948	EmuJ_000831900.1	HmN_000847500.1	
OG0006949	EmuJ_000834500.1	HmN_000510600.1	
OG0006950	EmuJ_000835100.1	HmN_000511100.1	
OG0006951	EmuJ_000835400.1	HmN_000511300.1	
OG0006952	EmuJ_000836400.1	HmN_002139300.1	
OG0006953	EmuJ_000836800.1		MCOS_0000123601-mRNA-1
OG0006954	EmuJ_000837000.1	HmN_000512700.1	
OG0006955	EmuJ_000840400.1		MCOS_0000228201-mRNA-1
OG0006956	EmuJ_000841900.1	HmN_000423100.1	
OG0006957	EmuJ_000843200.1	HmN_000424200.1	
OG0006958	EmuJ_000845800.1		MCOS_0000999301-mRNA-1
OG0006959	EmuJ_000846300.1	HmN_002025400.1	
OG0006960	EmuJ_000848800.1		MCOS_0000671501-mRNA-1
OG0006961	EmuJ_000849300.1		MCOS_0000914601-mRNA-1
OG0006962	EmuJ_000850500.1		MCOS_0000145201-mRNA-1
OG0006963	EmuJ_000851800.1	HmN_000480400.1	
OG0006964	EmuJ_000852600.1	HmN_000481300.1	
OG0006965	EmuJ_000853900.1		MCOS_0000393201-mRNA-1
OG0006966	EmuJ_000857100.1	HmN_000493900.1	
OG0006967	EmuJ_000857700.1	HmN_000493300.1	
OG0006968	EmuJ_000858400.1	HmN_000492300.1	
OG0006969	EmuJ_000858500.1	HmN_000492100.1	
OG0006970	EmuJ_000859300.1	HmN_000491300.1	
OG0006971	EmuJ_000863800.1	HmN_002141900.1	
OG0006972	EmuJ_000863900.1		MCOS_0000580301-mRNA-1
OG0006973	EmuJ_000864000.1	HmN_002142000.1	
OG0006974	EmuJ_000864600.1	HmN_002142500.1	
OG0006975	EmuJ_000864700.1	HmN_002142600.1	
OG0006976	EmuJ_000866000.1		MCOS_0000985801-mRNA-1
OG0006977	EmuJ_000867300.1	HmN_000409000.1	
OG0006978	EmuJ_000867400.1	HmN_000409100.1	
OG0006979	EmuJ_000869200.1		MCOS_0000676301-mRNA-1
OG0006980	EmuJ_000870100.1		MCOS_0000677101-mRNA-1
OG0006981	EmuJ_000870600.1	HmN_000777900.1	
OG0006982	EmuJ_000871000.1	HmN_000778200.1	
OG0006983	EmuJ_000871100.1	HmN_000778300.1	
OG0006984	EmuJ_000871800.1	HmN_000778800.1	
OG0006985	EmuJ_000872200.1		MCOS_0000864301-mRNA-1
OG0006986	EmuJ_000872800.1		MCOS_0000369501-mRNA-1
OG0006987	EmuJ_000873200.1		MCOS_0000324301-mRNA-1
